𬛫	臣 臣 丷 曾字头无丷 日
𬛬	自 大 乔字底
𬛭	丆 目 丆 目
𬛮	自 木框 口 冬字底 横两撇
𬛯	自 犬 立 日
𬛰	自 木框 口 木框 口
𬛱	至 人
𬛲	3 廾 至
𬛳	至 至
𬛴	至 春字头 氺
𬛵	至 春字头 示
𬛶	至 至 來
𬛷	至 至 來 來
𬛸	臼 工
𬛹	臼 5 横两撇
𬛺	臼裂 卬字旁 弋二 口
𬛻	臼裂 5 4 戊 5
𬛼	臼裂 与无横 丄 八 车
𬛽	臼裂 5 乂 乂 甲
𬛾	女 眉字框 目 臼
𬛿	臼裂 目 爿 片
𬜀	臼裂 2 冖 穴 人 夊
𬜁	臼裂 刀 口 酉 囗 又
𬜂	臼裂 木 木 氵 酉
𬜃	臼裂 冂 1 口 冖 氵 頁
𬜄	臼裂 木 木 冖 言 口 见字底
𬜅	舌 卢字头 口
𬜆	舌 3 之
𬜇	舌 言
𬜈	舌 亠 人 人 十
𬜉	舌 田 心
𬜊	舌 貝 刂
𬜋	全字头 舍字底 聿三 3 口
𬜌	舌 方 卧人 也
𬜍	全字头 舍字底 山 左字框 火
𬜎	舌 貝 3 之
𬜏	舌 木 木 示
𬜐	舌 僉
𬜑	舟 力
𬜒	舟 已
𬜓	舟 人 予
𬜔	舟 大 辶
𬜕	舟 几 口 3 几
𬜖	舟 穴 工
𬜗	舟 艹 卢字头 口
𬜘	舟 十 具字头 八
𬜙	舟 止 冖 止
𬜚	舟 氵 止 步字底
𬜛	舟 竹头 皮
𬜜	舟 禾 勹 3 全字头 氺
𬜝	尔字头 巴 厶 牛
𬜞	尔字头 巴 非
𬜟	1 丽下角 1 丽下角 鹿 尔字头 巴
𬜠	艹 勹
𬜡	艹 山
𬜢	艹 久二 4
𬜣	艹 二 乔字底
𬜤	艹 临字旁 又
𬜥	艹 风省 乂
𬜦	艹 十 廾
𬜧	艹 发二 又 4
𬜨	艹 山 夕
𬜩	艹 人 日
𬜪	艹 缶
𬜫	艹 九 心
𬜬	艹 门 口
𬜭	艹 宀 3 七
𬜮	艹 彐 彐
𬜯	艹 1 冂 人 人
𬜰	艹 口 文
𬜱	艹 矢 刂
𬜲	艹 尔字头 用
𬜳	艹 亻 王 4
𬜴	艹 忄 候右角 人
𬜵	艹 文 口
𬜶	艹 冖 夕 㔾
𬜷	艹 冫 厶 口
𬜸	艹 忄 不
𬜹	艹 女 方
𬜺	艹 纟 候右角 2 4
𬜻	艹 1 人 人 举字底
𬜼	艹 1 冂 人 1 万无横
𬜽	艹 石 廾
𬜾	艹 临字旁 又 贝
𬜿	艹 囗 王 4
𬝀	艹 卧人 十 卧人 十
𬝁	艹 鱼
𬝂	艹 冖 口 2 儿
𬝃	艹 冖 力 少三 3
𬝄	艹 宀 王 4
𬝅	艹 方 斤
𬝆	艹 差字头 6
𬝇	艹 享字头 子
𬝈	艹 女 干 丷
𬝉	艹 又 又 又 又
𬝊	艹 纟 瓜
𬝋	艹 节字底 虫
𬝌	艹 木 白
𬝍	艹 王 尔字头 小
𬝎	艹 冂 入 皿
𬝏	艹 日 戊
𬝐	艹 卢字头 口 灬
𬝑	艹 人 镸
𬝒	艹 亻 禾 刂
𬝓	艹 人 文 口
𬝔	艹 禾 反字框 又
𬝕	艹 甶 廾
𬝖	艹 忄 1 日 1
𬝗	艹 忄 亠 衣省
𬝘	艹 䒑 幺 幺
𬝙	艹 冖 白 匕
𬝚	艹 龶 糸
𬝛	艹 1 非 1
𬝜	艹 木框 冂 欠
𬝝	艹 耳 八 刀
𬝞	艹 木 耳
𬝟	艹 囗 甫
𬝠	艹 贝 戈 左字框
𬝡	艹 日 月 乃
𬝢	艹 祭字头 1 大
𬝣	艹 禾 见二 大
𬝤	艹 月 䒑 大
𬝥	艹 勹 夫 夫
𬝦	艹 禾 1 冂 人
𬝧	艹 全字头 1 方 廾
𬝨	卝 人 人 人 人 十
𬝩	艹 冫 欠 手
𬝪	艹 广 壬 廴
𬝫	艹 冖 日 1 大
𬝬	艹 冖 具字头 八
𬝭	艹 冫 厶 口 廾
𬝮	艹 米 冬字底 十
𬝯	艹 宀 丘无横 1 八
𬝰	艹 5 乂 壬 阝
𬝱	弓 乔字底 艹 见二 大
𬝲	艹 女 禾 刂
𬝳	艹 尸 卄 畏字底带横
𬝴	艹 又 隹
𬝵	艹 車 欠
𬝶	艹 工 人 人 日
𬝷	艹 雨头 二 6
𬝸	艹 正 木框 冂
𬝹	艹 雨头 彐
𬝺	艹 匕 示 欠
𬝻	艹 石 亠 衣省
𬝼	艹 戈 卄 1 巾
𬝽	艹 王 禾 乃
𬝾	艹 尚头 土
𬝿	艹 貝 辶
𬞀	艹 日 辰
𬞁	艹 早 口 见字底
𬞂	艹 祭字头 1 大
𬞃	艹 夕 非
𬞄	艹 隹 土
𬞅	艹 犭 王 辶
𬞆	艹 衤 勹 巳
𬞇	艹 氵 勹 缶
𬞈	艹 广 龷 人 人
𬞉	艹 氵 月 月
𬞊	艹 宀 丆 皿 丁
𬞋	艹 氵 车旁 斤
𬞌	艹 阝 勹 缶
𬞍	艹 糹 未
𬞎	艹 少三 3 尔字头 口 见字底
𬞏	艹 田 1 田 1
𬞐	艹 足旁 丁 口
𬞑	艹 口 十 冂 南字心
𬞒	艹 禺 口
𬞓	艹 隹 尤
𬞔	艹 衤 大 1 丂
𬞕	艹 门 木框 囗 丷
𬞖	艹 言 干 丷
𬞗	艹 羊 䒑 口
𬞘	艹 阝 口 丄 贝
𬞙	艹 糸 匕 日
𬞚	艹 石 亠 人 人 十
𬞛	艹 十 戈 言
𬞜	艹 日 勹 口 灬
𬞝	艹 目 土 八 土
𬞞	艹 足旁 亠 厶 荒字底
𬞟	艹 止 步字底 页
𬞠	艹 全字头 朩 艹 勹 4
𬞡	艹 月 丷 夫 巾
𬞢	艹 爫 丁 口 欠
𬞣	艹 禾 厶 大 彡
𬞤	艹 户 扁字心 辶
𬞥	艹 氵 爫 幺 大
𬞦	艹 米 八 刀 廾
𬞧	艹 䒑 幺 幺 心
𬞨	艹 火 爫 2 日
𬞩	艹 高 土
𬞪	艹 䒑 自 1 兀
𬞫	艹 氵 临字旁 临右角 皿
𬞬	艹 女 穴 全字头 口
𬞭	卝 颐字旁 巳 灬
𬞮	艹 車 辶 尔字头 2
𬞯	艹 日 止 匕 攵
𬞰	艹 2 日 米 女
𬞱	艹 罒 戈 目
𬞲	艹 虍 业 1 丂
𬞳	卝 月 八 夫 小 4
𬞴	卝 鬼 冬字底 十
𬞵	卝 金 艮
𬞶	卝 亻 惠字头 心
𬞷	艹 言 犭 王
𬞸	卝 宀 卝 見
𬞹	艹 亠 临字旁 二 冂 米
𬞺	米 女 艹 2 日
𬞻	卝 糸 白 巾
𬞼	卝 糸 隹
𬞽	卝 女 日 罒 又
𬞾	艹 阝 大 長
𬞿	1 囗 人 人 艹 日 大
𬟀	龷 青字底 月 䒑 大
𬟁	艹 1 口 冂 䒑 2 鸟
𬟂	艹 髟 左字框 又 4
𬟃	艹 业 冖 1 豕
𬟄	艹 上 小 頁
𬟅	艹 足旁 耂 日
𬟆	艹 亻 立 日 心
𬟇	艹 丰 木无十 日 皿
𬟈	艹 豸 3 罒 儿
𬟉	艹 氵 惠字头 心
𬟊	艹 麻 心
𬟋	艹 糹 耂 日 4
𬟌	艹 阝 丷 酉 寸
𬟍	艹 糹 禺
𬟎	艹 王 廾 日 1 勹 横两撇
𬟏	艹 黽字心 彐 彐 叚右角 乂
𬟐	艹 足旁 頁
𬟑	艹 白 鳥
𬟒	艹 禾 乃 頁
𬟓	艹 千 囗 丷 二 力 灬
𬟔	艹 忄 立 日 心
𬟕	艹 糹 十 具字头 八
𬟖	大 丷 日 小 艹 厶 口
𬟗	艹 2 日 宀 米 女
𬟘	艹 禾 惠字头 心
𬟙	艹 月 丷 夫 言
𬟚	艹 氵 口 子 攵 灬
𬟛	宀 米 女 艹 2 日
𬟜	1 夕 刂 灬 艹 耂 日
𬟝	艹 日 千 黑
𬟞	艹 禾 日 日 勹 人 6
𬟟	艹 予 3 木 骨
𬟠	艹 簔字底心 十 曹字头 日
𬟡	艹 丆 日 止 己 八 攵
𬟢	艹 門 口 隹
𬟣	艹 氵 木框 口 负字头 貝
𬟤	艹 言 隹 灬
𬟥	木框 口 艹 白 冫 飞无折 木
𬟦	艹 髟 日 罒 又
𬟧	虍 大
𬟨	虍 夫
𬟩	虍 火
𬟪	虎 见
𬟫	虍 貝
𬟬	冎 虎
𬟭	虎 田
𬟮	虍 步字底 日 小
𬟯	虍 禾框 北字旁 匕
𬟰	幺 木 1 虎
𬟱	虍 黑
𬟲	幺 土 南字心 虎
𬟳	虍 田 皿 口 口 2
𬟴	虫 山
𬟵	虫 3 几
𬟶	虫 土 4
𬟷	虫 二 乔字底
𬟸	虫 反字框 又
𬟹	虫 亻 化字边
𬟺	人 人 虫
𬟻	虫 亠 八
𬟼	虫 末
𬟽	虫 东二 小
𬟾	虫 东二 5 八
𬟿	虫 正
𬠀	虫 白
𬠁	虫 冬字底 大
𬠂	虫 西
𬠃	虫 比字旁 匕 十
𬠄	虫 囗 巾
𬠅	虫 尚字头 彐
𬠆	乂 弓 2 虫
𬠇	虫 应字心 八
𬠈	虫 工 贝
𬠉	口 勹 横两撇 虫
𬠊	虫 亻 6 4 人
𬠋	虫 氵 少三 3
𬠌	虫 5 夫三 阝
𬠍	虫 刀 4 心
𬠎	虫 土 土 卜
𬠏	虫 扌 立
𬠐	虫 冂 䒑 山
𬠑	虫 全字头 4 龴 口
𬠒	虫 白 巾
𬠓	虫 禾 子
𬠔	虫 乔字底 米
𬠕	虫 千 北字旁 匕
𬠖	虫 全字头 4 5 心
𬠗	虫 立 口
𬠘	氵 4 永无点 虫
𬠙	虫 䒑 亻 寸
𬠚	虫 氵 皮
𬠛	匕 示 又 虫
𬠜	虫 木 日 1
𬠝	虫 䒑 青字底 刂
𬠞	虫 飛
𬠟	虫 艹 土 寸
𬠠	贝 戈 左字框 虫
𬠡	虫 亻 2 夊 彡
𬠢	虫 礻 且
𬠣	虫 穴 全字头 口
𬠤	水 虫 虫
𬠥	虫 王 廾 心
𬠦	虫 虍 3 丷 于无横
𬠧	虫 立 日 儿
𬠨	虫 彐 土 皿
𬠩	虫 耂 日 阝
𬠪	虫 耳 又 壬
𬠫	虫 艹 日 月
𬠬	虫 艹 雨
𬠭	虫 止 匕 糸
𬠮	虫 全字头 人 人 人 人 十
𬠯	虫 罒 非
𬠰	臼裂 5 乂 乂 虫
𬠱	卧人 母 变字头 虫
𬠲	虫 王 白 石
𬠳	虫 艹 罒 冖 夕
𬠴	虫 卧人 卌 1 夕 㐄
𬠵	虫 宀 心 3 虫
𬠶	虫 宀 匕 龶 母
𬠷	丷 日 十 虫 虫
𬠸	豸 飞无折 虫 虫
𬠹	合 攵 虫 虫
𬠺	虫 羊 䒑 口 宀 3 七
𬠻	虫 罒 糹 隹
𬠼	1 夕 刂 3 皿
𬠽	彳 亍 4
𬠾	彳 亍 戈
𬠿	彳 亍 止
𬡀	彳 亍 人 爫 口
𬡁	彳 亍 口 口 田 1 口
𬡂	衤 入
𬡃	衤 土
𬡄	亠 八 6 3 6 3 4
𬡅	衤 阝
𬡆	衤 己
𬡇	亠 马 衣省
𬡈	衤 丰
𬡉	衤 厂 㔾
𬡊	衤 巴
𬡋	衤 匚 巾
𬡌	全字头 4 龴 亠 衣省
𬡍	衤 鸟
𬡎	衤 尔字头 彐
𬡏	亠 立 衣省
𬡐	弓 乔字底 亠 衣省
𬡑	亠 左字框 青字底 衣省
𬡒	衤 夫 丷
𬡓	扌 九 4 亠 衣省
𬡔	衤 师字旁 1 巾
𬡕	衤 乂 朩
𬡖	衤 几 木
𬡗	亠 米 衣省
𬡘	衤 羊
𬡙	衤 艹 千
𬡚	亠 艹 千 衣省
𬡛	人 未 亠 衣省
𬡜	衤 丷 弓 2 3
𬡝	亠 聿三 3 口 衣省
𬡞	衤 艹 巴
𬡟	衤 艹 风省 乂
𬡠	衤 罒 夕
𬡡	亠 隹 衣省
𬡢	衤 向字框 人 大
𬡣	衤 立 口
𬡤	火 火 亠 衣省
𬡥	衤 卢字头 貝
𬡦	衤 竹头 马
𬡧	衤 全字头 4 彐 3 口
𬡨	衤 4 彐 瓜字心 月
𬡩	衤 皮 木 1
𬡪	衤 十 十 十 木 1
𬡫	亠 口 口 冂 卄 衣省
𬡬	衤 千 里 力
𬡭	亠 亻 口 木 亠 衣省
𬡮	衤 爫 爲字底
𬡯	衤 变字头 虫
𬡰	衤 日 刀 口 灬
𬡱	衤 竹头 门 日
𬡲	木 夕 木 大 亠 衣省
𬡳	衤 习 习 亠 人 人 十
𬡴	衤 糹 白 巾
𬡵	衤 艹 土 八 土 九 4
𬡶	衤 黑 土
𬡷	衤 告字头 见字底 告字头 见字底 贝
𬡸	尤 覀
𬡹	西 亻 白
𬡺	覀 女 土 厶
𬡻	覀 米 文 厂
𬡼	卬字旁 弋二 見
𬡽	見 世
𬡾	尙 見
𬡿	见二 二 聿三 3 見
𬢀	斤 欠 見
𬢁	見 八 全字头 口 女
𬢂	日 聿三 3 口 見
𬢃	夫 夫 夫 見
𬢄	見 田 龷 八
𬢅	户 攵 聿三 举字底 見
𬢆	虎 虎 見
𬢇	又 见
𬢈	东二 小 见
𬢉	1 巾 3 见
𬢊	5 1 口 见
𬢋	见字底 冫 飞无折 见
𬢌	士 心 见
𬢍	木框 冂 见
𬢎	耂 日 见
𬢏	其 6 见
𬢐	丰 刀 大 见
𬢑	艹 见二 大 见
𬢒	冖 日 亠 八 见
𬢓	丷 巾 八 攵 见
𬢔	癶 1 口 䒑 见
𬢕	尔字头 用 1 戈
𬢖	尔字头 用 见字底 冫 飞无折
𬢗	八 全字头 口 尔字头 用
𬢘	尔字头 用 人 人 龰
𬢙	亡 口 月 尔字头 用 几 4
𬢚	左字框 言
𬢛	言 勹
𬢜	言 弋
𬢝	1 八 言
𬢞	言 尔字头 2
𬢟	言 卢字头 又
𬢠	言 5 举字底
𬢡	言 示
𬢢	言 厶 廾
𬢣	言 二 戈
𬢤	冫 欠 言
𬢥	言 戈 纵两撇
𬢦	言 耂 丂
𬢧	口 口 言
𬢨	言 宀 女
𬢩	言 水 凵
𬢪	言 寿字头 寸
𬢫	言 木 寸
𬢬	言 厂 卬字旁 弋二 4
𬢭	言 身
𬢮	言 止 龰
𬢯	贝 贝 言
𬢰	言 户 方
𬢱	言 美字头 又
𬢲	言 5 氺 凵
𬢳	言 厶 大 彡
𬢴	言 冫 欠 女
𬢵	言 卢字头 貝
𬢶	言 八 刀 皿
𬢷	言 亻 1 日 乂
𬢸	言 3 米 又
𬢹	言 厶 辛
𬢺	十 早 卧人 言
𬢻	言 匕 目 1 八
𬢼	言 龷 早
𬢽	言 而 火
𬢾	言 辰 寸
𬢿	言 艹 合
𬣀	彳 亍 举字底 5 言
𬣁	言 宀 丰 口
𬣂	言 羊 牛
𬣃	方 卧人 斤 言
𬣄	言 聿三 土 日
𬣅	言 戊 5 皿
𬣆	言 來 辶
𬣇	言 艹 勹 米
𬣈	言 亻 龷 3 甬字底
𬣉	言 肀 淵字边左 淵字边右 1
𬣊	言 艹 爫 无三 又
𬣋	言 亻 惠字头 寸
𬣌	言 卄 二 木 卯
𬣍	言 囗 惠字头 寸
𬣎	言 全字头 1 扁字心 全字头 王
𬣏	臼裂 尔字头 用 言
𬣐	言 艹 幺 幺 心
𬣑	言 习 习 隹
𬣒	言 艹 日 大 日
𬣓	言 隹 辶 大
𬣔	言 彳 韋字头 口 㐄 亍
𬣕	言 木 艹 二 由 八
𬣖	言 門 1 口 田
𬣗	言 言 糹 糹 弓
𬣘	言 言 糹 糹 木
𬣙	讠 1 于无横
𬣚	讠 口
𬣛	讠 十 又
𬣜	讠 毛
𬣝	讠 勹 冫
𬣞	讠 宀 1
𬣟	讠 冬字底 十
𬣠	讠 卄 二
𬣡	讠 1 戈
𬣢	讠 亻 也
𬣣	讠 4 王
𬣤	讠 亠 幺
𬣥	讠 屮 又
𬣦	讠 幺 力
𬣧	讠 弓 乔字底
𬣨	讠 厂 牙
𬣩	讠 左字框 青字底
𬣪	讠 山 夕
𬣫	讠 囗 于无横 3
𬣬	讠 囗 口
𬣭	讠 尚字头 彐
𬣮	讠 夕 口
𬣯	讠 亻 壬
𬣰	讠 自
𬣱	讠 横三点 川
𬣲	讠 䒑 廾
𬣳	讠 艮
𬣴	讠 1 万无横 辶
𬣵	讠 大 辶
𬣶	讠 厂 卧人 乍字底
𬣷	讠 木框 口
𬣸	讠 日 干
𬣹	讠 足
𬣺	讠 夊 㐄
𬣻	讠 壬 廴
𬣼	讠 4 艮
𬣽	讠 车 辶
𬣾	讠 龷 日
𬣿	讠 艹 冖 力
𬤀	讠 虎
𬤁	讠 勹 缶
𬤂	讠 冖 八 木
𬤃	讠 丷 夫 㔾
𬤄	讠 厶 大 彡
𬤅	讠 了 口 又 1
𬤆	讠 毌二 毌无框 贝
𬤇	讠 覀 土
𬤈	讠 带字头 冖 巾
𬤉	讠 口 丄 贝
𬤊	讠 日 1 龰
𬤋	讠 勹 横两撇 4 心
𬤌	讠 千 臼
𬤍	讠 白 王
𬤎	讠 宀 1 日 1
𬤏	讠 广 卄 1 又
𬤐	讠 丁 口 丁 口
𬤑	讠 1 口 冂 䒑 2
𬤒	讠 土 厶 皿
𬤓	讠 耂 匕 日
𬤔	讠 见二 大 皿
𬤕	讠 日 习 习
𬤖	讠 冖 车 辶
𬤗	讠 变字头 木
𬤘	讠 木 全字头 氺
𬤙	讠 虍 3 丷 于无横
𬤚	讠 贝 贝 女
𬤛	讠 门 负字头 臼
𬤜	讠 尸 耂 日
𬤝	讠 惠字头 心
𬤞	讠 士 冖 1 口 䒑
𬤟	讠 大 丷 日 小
𬤠	讠 口 口 口 山
𬤡	讠 向字框 米 大
𬤢	讠 丷 酉 寸
𬤣	讠 享字头 子 攵
𬤤	讠 丷 曾字头无丷 日
𬤥	讠 巳 巳 龷 八
𬤦	讠 口 丄 贝 辶
𬤧	讠 目 目 大
𬤨	讠 口 口 口 木
𬤩	讠 匕 矢 龴 5 龰
𬤪	讠 罒 鳏下角 辶
𬤫	讠 亮字头 豕
𬤬	讠 幺 幺 1 幺 幺 6
𬤭	讠 丰 丰 彐 心
𬤮	讠 告字头 见字底 告字头 见字底 贝
𬤯	讠 宀 寒字腰 八 足
𬤰	讠 艹 口 口 隹
𬤱	讠 鬼 隹
𬤲	八 全字头 口 全字头 4 龴
𬤳	八 全字头 口 全字头 1 扁字心
𬤴	八 全字头 口 頁
𬤵	士 冖 禾 八 全字头 口
𬤶	尸 4 1 口 䒑
𬤷	1 口 䒑 比字旁 匕 十
𬤸	1 口 䒑 爫 彐 冖 巾
𬤹	山 1 口 䒑 冫 欠 心
𬤺	山 丰 丰 1 口 䒑 勹 巳
𬤻	豕 乃
𬤼	乂 凵 豕
𬤽	豕 丑
𬤾	木 土 豕
𬤿	豕 1 五无横 口
𬥀	豕 聿三 3 口
𬥁	耳 又 豕
𬥂	豕 戈 口 1
𬥃	刀 口 阝 豕
𬥄	豕 耳 又 又
𬥅	目 目 豕
𬥆	尔字头 口 豕省 春字头 举字底
𬥇	少三 3 目 罒 豕
𬥈	豸 页
𬥉	豸 3 罒 儿
𬥊	豸 艹 1 冂 人 人
𬥋	豸 里 攵
𬥌	豸 尔字头 口 豕省
𬥍	豸 匚 口 口 口 殳
𬥎	又 貝
𬥏	貝 八 刀
𬥐	八 乂 貝
𬥑	乂 凵 貝
𬥒	聿三 3 貝
𬥓	貝 丷 举字底
𬥔	斤 貝 化字边
𬥕	貝 八 丅 6 5
𬥖	貝 止 土
𬥗	貝 人 人 土
𬥘	貝 告字头 口
𬥙	冖 八 口 貝
𬥚	弓 乔字底 刂 貝
𬥛	貝 大 丁 口
𬥜	貝 见二 大 彡
𬥝	白 巾 貝
𬥞	貝 厶 大 彡
𬥟	貝 虛字底无横 1 八
𬥠	弋 二 貝 及二 4
𬥡	卢字头 夕 斤 貝
𬥢	貝 爫 无三 又
𬥣	八 刀 貝 尔字头 厂 㔾
𬥤	貝 宀 丅 口 丄
𬥥	貝 冖 豕 4
𬥦	未 攵 厂 貝
𬥧	貝 卧人 母 攵
𬥨	貝 乂 左字框 青字底 殳
𬥩	口 貝 冖 隹
𬥪	壴 皮 貝
𬥫	业 美字头 寸 貝
𬥬	八 刀 貝 又 隹
𬥭	貝 力 立 戈 日
𬥮	卄 1 口 夫 八 刀 貝
𬥯	八 刀 貝 彳 人 人 龰
𬥰	卬字旁 弋二 貝 卬字旁 弋二 貝
𬥱	艹 隹 攵 貝
𬥲	貝 十 口 冖 口 口 寒字腰 衣省
𬥳	贝 全字头 㔾
𬥴	贝 卄 二
𬥵	贝 卧人 也
𬥶	贝 皮
𬥷	贝 尔字头 聿三 5
𬥸	贝 口 口 2
𬥹	贝 全字头 舍字底
𬥺	贝 匚 日 女
𬥻	贝 而 大
𬥼	贝 山 而
𬥽	贝 亻 候右角 矢
𬥾	贝 临字旁 临右角 皿
𬥿	贝 厂 里 八 土
𬦀	贝 十 口 冖 口 口 寒字腰 衣省
𬦁	土 亦字底无八 八 八 刀
𬦂	土 亦字底无八 八 艮
𬦃	耂 日 6 土 亦字底无八 八
𬦄	土 亦字底无八 八 耂 日 見
𬦅	走 5 横两撇
𬦆	走 二 6 4
𬦇	不 走
𬦈	走 月
𬦉	走 古
𬦊	走 卢字头 夕
𬦋	走 4 水
𬦌	走 戊 5
𬦍	走 尔字头 5 3 飞无折
𬦎	走 弬字边
𬦏	走 㠯三 1 彐
𬦐	走 卬字旁 弋二 口
𬦑	走 厶 矢
𬦒	走 月 月
𬦓	走 宀 示
𬦔	走 土 羊
𬦕	走 月 屮 凵
𬦖	走 冖 車
𬦗	走 己 丰 木无十
𬦘	走 颐字旁 巳
𬦙	走 十 十 十 木 1
𬦚	走 罒 矢
𬦛	走 貝 3 七
𬦜	走 䒑 八 皿
𬦝	走 日 辛
𬦞	走 爿 然左角 寸
𬦟	走 十 口 口 畏字底带横
𬦠	足旁 乃
𬦡	足旁 全字头 2
𬦢	足旁 门
𬦣	足旁 厂 力
𬦤	足旁 牙
𬦥	足旁 贝
𬦦	足旁 爪
𬦧	足旁 全字头 匕
𬦨	足旁 口 卩
𬦩	足旁 尔字头 彐
𬦪	足旁 刀 口
𬦫	足旁 又 举字底
𬦬	足旁 土 卧人 5
𬦭	覀 足
𬦮	足旁 耳
𬦯	足旁 夫 丷
𬦰	足旁 丆 日
𬦱	足旁 反字框 衣省
𬦲	足旁 車
𬦳	足旁 豸
𬦴	足旁 冫 马 几
𬦵	足旁 弓 长
𬦶	足旁 至 刂
𬦷	足旁 艹 亻 化字边
𬦸	足旁 日 比字旁 匕
𬦹	足旁 攵 木
𬦺	足旁 广 1 巴
𬦻	足旁 毌二 毌无框 贝
𬦼	耂 日 6 足
𬦽	足旁 覀 女
𬦾	足旁 临字旁 临右角 见
𬦿	足旁 亻 言
𬧀	足旁 丬 夕 寸
𬧁	氵 反字框 旅下角 足
𬧂	足旁 宀 1 日 1
𬧃	足旁 丷 夫 马
𬧄	足旁 工 貝
𬧅	足旁 甫 寸
𬧆	足旁 目 民字框 弋二
𬧇	足旁 氵 爫 女
𬧈	足 立 立
𬧉	足旁 又 又 又 木
𬧊	足旁 革 力
𬧋	足旁 車 斤
𬧌	足旁 虎 彡
𬧍	足旁 竹头 由
𬧎	足旁 立 日 儿
𬧏	足旁 美字头 皿
𬧐	足旁 糹 田
𬧑	足旁 夫 夫 车
𬧒	足旁 口 口 口 1 丂
𬧓	足旁 爫 冖 夕 㐄
𬧔	足旁 鱼 日
𬧕	足旁 尔字头 用 刀 牛
𬧖	足旁 䒑 自 辶
𬧗	足旁 糹 爫 女
𬧘	足旁 火 火 冖 木
𬧙	足旁 魚 日
𬧚	足旁 十 具字头 八 页
𬧛	足旁 艹 门 木框 囗 丷
𬧜	足旁 弋 心 馬
𬧝	足旁 貝 貝 缶
𬧞	足旁 雨头 革 月
𬧟	足旁 十 口 冖 口 口 寒字腰 衣省
𬧠	身 6
𬧡	身 亠 八
𬧢	身 尤 3
𬧣	身 曲
𬧤	身 艹 冖 力
𬧥	身 山 石
𬧦	身 见二 龷 八
𬧧	身 艹 亻 化字边
𬧨	身 日 比字旁 匕
𬧩	身 囗 王 4
𬧪	身 刀 横两点 木
𬧫	身 尔字头 彐 心
𬧬	身 䒑 八 皿
𬧭	身 享字头 1 衣省
𬧮	身 糹 冂 人
𬧯	身 覀 示
𬧰	身 艹 勹 米
𬧱	車 比字旁 匕
𬧲	丁 口 車
𬧳	車 电
𬧴	車 5 水
𬧵	車 卧人 卢字头 又
𬧶	車 乂 乂 攵
𬧷	車 子 皿
𬧸	車 夐字头 大
𬧹	車 差字头 工
𬧺	車 勹 䶹 勹 䶹
𬧻	口 十 口 女 車
𬧼	車 3 㠯三 叚右角 宀 匕
𬧽	車 亠 丷 冂 八 口
𬧾	雨头 田 車
𬧿	車 亠 丷 冂 八 口 牛
𬨀	車 5 举字底 彳 大 十 廾
𬨁	车 毛
𬨂	车旁 卬字旁 弋二
𬨃	车 卩 又
𬨄	车 见二 大
𬨅	车 尸 又
𬨆	工 几 4 车
𬨇	车 亥
𬨈	车 尔字头 口 见字底
𬨉	车 勹 田
𬨊	尸 毛 车
𬨋	爿 士 车
𬨌	车 卑六 十
𬨍	车 日 勹 人 6
𬨎	车旁 丷 酉
𬨏	车 5 龰 青字底
𬨐	车 鬼
𬨑	车 又 又 又 木
𬨒	车 龷 由 八
𬨓	车 巛 日 木
𬨔	车 尸 口 辛
𬨕	车 士 冖 田 5 龰
𬨖	辛 5
𬨗	未 辛
𬨘	辛旁 心 3
𬨙	辛 弓 乔字底
𬨚	厶 5 1 口 辛
𬨛	辛旁 木框 口 负字头 貝
𬨜	二 辶
𬨝	夫 辶
𬨞	卢字头 又 辶
𬨟	八 刀 辶
𬨠	3 廾 辶
𬨡	周字框 周字框 1 辶
𬨢	立 辶
𬨣	4 永无点 辶
𬨤	1 日 1 辶
𬨥	乂 朩 辶
𬨦	1 大 口 辶
𬨧	1 幺 幺 辶
𬨨	口 冂 人 辶
𬨩	禾 儿 辶
𬨪	爫 巾 辶
𬨫	八 乂 大 辶
𬨬	力 尸 匕 辶
𬨭	匚 羊 辶
𬨮	木框 日 辶
𬨯	犭 白 辶
𬨰	勹 横两撇 日 辶
𬨱	阝 且 辶
𬨲	了 口 又 1 辶
𬨳	木 4 幺 5 辶
𬨴	艹 厶 口 辶
𬨵	斤 3 之 辶
𬨶	爫 正 辶
𬨷	食 辶
𬨸	乃 又 皿 辶
𬨹	厶 口 牛 辶
𬨺	車 上 辶
𬨻	木框 口 尔字头 2 辶
𬨼	惠字头 刂 辶
𬨽	亻 惠字头 辶
𬨾	禾框 北字旁 匕 辶
𬨿	米 二 厶 辶
𬩀	不 口 囱字框 辶
𬩁	十 又 口 力 刂 辶
𬩂	十 十 十 大 十 辶
𬩃	虎 彡 辶
𬩄	乃 䒑 豕省 辶
𬩅	氵 耂 日 辶
𬩆	氵 巛 田 辶
𬩇	力 美字头 大 辶
𬩈	女 勹 缶 辶
𬩉	木框 口 弓 乔字底 辶
𬩊	木 木 攵 辶
𬩋	㳈字边 4 言 辶
𬩌	尚字头 兀 囗 巾 辶
𬩍	夕 夕 米 辶
𬩎	礻 口 冂 人 辶
𬩏	4 水 木框 口 辶
𬩐	龴 甬字底 屮 凵 辶
𬩑	革 亻 化字边 辶
𬩒	惠字头 寸 刂 辶
𬩓	厂 止 木框 口 辶
𬩔	禺 及二 4 辶
𬩕	咼 卧人 十 辶
𬩖	尚头 田 辶
𬩗	山 而 尤 辶
𬩘	亻 惠字头 寸 辶
